奉贈韋左丞丈二十二韻 // 0276 0001,中7.2251,中PDF7.30,揚31.4
燕子來舟中作 // 5999 1081,中7.2576,中PDF7.355,揚34.85
同豆盧峯知字韻 // 5982 1082,中7.2576,中PDF7.355,揚34.85
歸雁二首 // 5985-1 1083-1,中7.2577,中PDF7.356,揚34.85
歸雁二首 // 5985-2 1083-2,中7.2577,中PDF7.356,揚34.85
小寒食舟中作 // 6002 1084,中7.2577,中PDF7.356,揚34.85
清明二首 // 5743-1 1085-1,中7.2577,中PDF7.356,揚34.86
清明二首 // 5743-2 1085-2,中7.2577,中PDF7.356,揚34.86
發潭州 // 5752 1086,中7.2578,中PDF7.357,揚34.86
迴棹 // 6069 1087,中7.2578,中PDF7.357,揚34.86
贈韋七贊善 // 6011 1088,中7.2578,中PDF7.357,揚34.87
奉酬寇十侍御錫見寄四韻復寄寇 // 6014 1089,中7.2578,中PDF7.357,揚34.87
酬郭十五判官 // 5799 1090,中7.2579,中PDF7.358,揚34.87
衡州送李大夫赴廣州 // 5803 1091,中7.2579,中PDF7.358,揚34.87
哭長孫侍御 // 6497 1092,中7.2580,中PDF7.359,揚34.88
虢國夫人 // 0353 1093,中7.2580,中PDF7.359,揚34.88
軍中醉歌寄沈八劉叟 // 3234 1094,中7.2580,中PDF7.359,揚34.88
杜鵑行 // 1994 1095,中7.2580,中PDF7.359,揚34.89
聞惠二過東溪特一送 // 4486 1096,中7.2581,中PDF7.360,揚34.89
舟泛洞庭 // 6083 1097,中7.2581,中PDF7.360,揚34.89
李鹽鐵二首 // 0062-2 1098,中7.2581,中PDF7.360,揚34.89
長吟 // 3370 1099,中7.2581,中PDF7.360,揚34.89
絕句九首 // 3361-1 1100-1,中7.2581,中PDF7.360,揚34.90
絕句九首 // 3361-2 1100-2,中7.2581,中PDF7.360,揚34.90
絕句九首 // 3361-3 1100-3,中7.2581,中PDF7.360,揚34.90
瞿唐懷古 // 4244 1101,中7.2582,中PDF7.361,揚34.90
送司馬入京 // 3052-2 1102,中7.2582,中PDF7.361,揚34.90
惜別行送劉僕射判官 // 5841 1103,中7.2582,中PDF7.361,揚34.90
呀鶻行 // 5584 1104,中7.2583,中PDF7.362,揚34.91
狂歌行贈四兄 // 3396 1105,中7.2583,中PDF7.362,揚34.91
逃難 // 6033 1106,中7.2583,中PDF7.362,揚34.92
寄高適 // 2651 1107,中7.2583,中PDF7.362,揚34.92
送靈州李判官 // 0896 1108,中7.2584,中PDF7.363,揚34.92
與嚴二郞奉禮別 // 2949 1109,中7.2584,中PDF7.363,揚34.92
巴西驛亭觀江漲呈竇使君二首 // 2823-2 1110-1,中7.2584,中PDF7.363,揚34.92
巴西驛亭觀江漲呈竇使君二首 // 2828 1110-2,中7.2584,中PDF7.363,揚34.92
遣憂 // 2976 1111,中7.2584,中PDF7.363,揚34.92
早花 // 3014 1112,中7.2584,中PDF7.363,揚34.93
巴山 // 2979 1113,中7.2585,中PDF7.364,揚34.93
收京 // 3049 1114,中7.2585,中PDF7.364,揚34.93
巴西聞收宮闕送班司馬入京 // 3052-1 1115,中7.2585,中PDF7.364,揚34.93
花底 // 2761 1116,中7.2585,中PDF7.364,揚34.93
柳邊 // 2764 1117,中7.2585,中PDF7.364,揚34.93
送竇九歸成都 // 2913 1118,中7.2586,中PDF7.365,揚34.93
贈裴南部聞袁判官自來欲有按問 // 2952 1119,中7.2586,中PDF7.365,揚34.94
奉送崔都水翁下峽 // 2766 1120,中7.2586,中PDF7.365,揚34.94
題郪縣郭三十二明府茅屋壁 // 2917 1121,中7.2586,中PDF7.365,揚34.94
遣悶戲呈路十九曹長 // 4397 1122,中7.2586,中PDF7.365,揚34.94
隨章留後新亭會送諸君 // 2896 1123,中7.2586,中PDF7.365,揚34.94
東津送韋諷攝閬州錄事 // 2636 1124,中7.2587,中PDF7.366,揚34.94
客舊館 // 2902 1125,中7.2587,中PDF7.366,揚34.94
閬州奉送二十四舅使自京赴任青城 // 2930 1126,中7.2587,中PDF7.366,揚34.95
愁坐 // 2958 1127,中7.2587,中PDF7.366,揚34.95
陪鄭公秋晚北池臨眺 // 3290 1128,中7.2587,中PDF7.366,揚34.95
去蜀 // 3390 1129,中7.2588,中PDF7.367,揚34.95
放船 // 3433 1130,中7.2588,中PDF7.367,揚34.95
哭台州鄭司戶蘇少監 // 3312 1131,中7.2588,中PDF7.367,揚34.96
送王侍御往東川放生池祖席 // 3331 1132,中7.2589,中PDF7.368,揚34.96
惠義寺送王少尹赴成都 // 2817 1133,中7.2589,中PDF7.368,揚34.96
避地 // 0745 1134,中7.2589,中PDF7.368,揚34.96
惠義寺園送辛員外 // 2819 1135,中7.2589,中PDF7.368,揚34.97
又送 // 2820 1136,中7.2589,中PDF7.368,揚34.97
九日登梓州城 // 6498 1137,中7.2589,中PDF7.368,揚34.97
闕題 // 6499 1138,中7.2589,中PDF7.368,揚34.97
句 // 6500 1139,中7.2589,中PDF7.368,揚34.97
